base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,optimal_target_price
36.396,0.975,606.49,0.111,21,1.187,35.13
46.528,0.973,595.781,0.093,9,1.203,18.64
68.235,0.93,754.644,0.276,41,0.826,80.97
26.413,0.998,549.812,0.022,44,0.75,104.87
22.987,1.166,596.919,0.131,19,1.004,31.34
47.471,0.892,451.882,0.119,28,1.166,34.56
45.763,1.114,295.693,0.111,48,1.031,48.48
47.6,0.795,397.423,0.111,29,1.058,47.94
48.659,0.966,498.626,0.111,45,1.228,52.01
41.652,1.001,509.118,0.19,30,0.852,49.61
67.348,1.301,788.943,0.169,22,0.956,54.06
20.986,1.009,512.192,0.154,8,1.327,-12.11
32.573,0.72,676.827,0.0,10,0.961,74.91
43.451,0.75,434.738,0.144,34,0.747,82.5
20.352,1.055,453.249,0.0,21,0.866,60.85
42.362,1.142,300.649,0.172,34,0.812,39.06
69.922,1.106,388.651,0.238,21,1.071,4.99
45.313,1.075,579.047,0.046,26,0.821,78.78
48.461,1.224,501.134,0.099,26,1.054,39.59
26.098,0.969,641.441,0.072,58,0.853,120.87
35.755,1.184,527.188,0.219,19,0.575,56.24
39.372,0.805,447.132,0.128,58,1.061,74.03
40.234,0.914,822.245,0.258,58,1.03,80.75
64.225,0.779,485.914,0.153,20,1.104,44.8
53.365,1.009,674.45,0.139,14,0.865,55.59
28.328,1.043,439.819,0.125,43,0.844,68.51
48.698,1.067,606.44,0.185,25,1.08,29.46
52.473,1.059,639.202,0.0,58,1.304,89.99
62.102,0.911,531.274,0.127,50,1.002,84.25
68.708,1.021,146.828,0.114,20,1.085,8.19
29.774,0.825,502.738,0.178,18,0.936,32.84
32.837,1.254,684.569,0.105,18,0.691,69.18
26.136,1.004,579.122,0.037,38,1.193,56.66
41.49,0.977,566.876,0.121,25,1.182,35.74
51.995,1.288,241.661,0.033,24,1.142,17.55
59.81,0.864,391.932,0.0,41,0.964,86.64
43.861,0.881,561.704,0.178,35,1.119,42.88
40.202,0.886,561.557,0.166,26,1.179,29.18
47.276,1.04,682.2,0.157,57,1.324,56.19
32.473,1.115,478.27,0.224,22,1.198,-4.24
76.343,1.161,560.874,0.067,35,1.013,70.07
20.885,1.436,502.456,0.006,33,0.738,70.09
47.771,0.713,351.959,0.114,42,1.031,65.81
75.354,1.141,161.631,0.092,60,1.051,60.29
45.102,0.966,564.651,0.053,57,1.142,82.81
42.149,0.962,526.092,0.114,10,1.271,5.04
39.638,0.957,407.274,0.071,12,0.981,33.91
42.294,0.914,257.124,0.0,3,1.42,-14.55
65.593,1.303,594.461,0.085,23,0.648,82.37
11.822,1.176,460.112,0.029,27,1.084,38.76
68.002,1.053,583.531,0.139,34,0.84,81.36
23.641,1.253,779.607,0.068,55,0.619,129.16
41.0,0.823,178.785,0.209,48,0.96,38.29
38.561,0.85,395.06,0.248,48,0.709,72.31
53.828,0.723,468.594,0.174,12,0.968,31.45
21.028,0.945,718.224,0.0,53,1.007,114.49
51.933,1.074,254.54,0.24,59,1.224,30.49
75.365,1.065,790.379,0.246,50,0.698,109.77
24.552,1.072,520.378,0.122,11,1.182,7.84
47.846,0.838,485.6,0.226,22,1.02,28.96
35.07,1.17,470.291,0.076,50,1.206,51.3
51.388,1.086,434.561,0.0,22,0.914,56.79
45.287,1.16,657.218,0.059,42,0.734,104.06
35.378,0.766,339.722,0.258,9,0.757,17.72
52.318,1.097,551.812,0.001,13,0.742,77.35
72.065,0.872,442.373,0.12,23,1.096,41.27
42.136,0.99,385.68,0.123,40,1.295,32.12
55.796,1.13,887.896,0.079,49,0.887,119.43
25.601,1.064,562.858,0.085,21,1.126,32.41
30.653,0.922,591.99,0.126,48,0.695,103.69
52.086,1.051,670.667,0.075,17,1.036,58.17
67.262,0.82,286.798,0.006,8,1.134,28.72
50.334,1.223,762.844,0.137,58,0.71,119.83
40.304,1.019,123.656,0.206,12,0.959,-10.83
44.989,1.218,384.685,0.19,48,1.143,27.4
26.244,0.971,431.145,0.055,18,0.5,84.84
54.068,0.971,587.259,0.02,47,1.267,65.18
58.235,0.935,532.808,0.097,13,1.071,31.35
38.219,1.181,474.978,0.245,59,1.143,40.08
37.949,0.944,498.2,0.172,37,0.917,63.33
48.988,1.147,353.297,0.176,10,0.655,35.31
38.449,0.993,275.415,0.191,30,1.107,7.99
44.008,0.754,608.977,0.154,5,0.983,30.56
76.496,0.964,604.056,0.13,4,1.006,38.64
41.295,0.873,737.674,0.173,55,1.218,70.35
39.625,1.055,381.497,0.076,16,1.152,17.39
35.287,0.871,603.922,0.007,54,1.384,73.24
56.163,1.189,457.444,0.178,31,1.031,32.85
42.282,1.036,678.571,0.219,55,0.862,86.86
35.259,1.023,653.294,0.031,56,0.962,108.0
64.82,1.148,531.681,0.186,49,1.083,54.8
66.294,1.195,449.07,0.254,5,1.203,-27.6
35.994,1.047,644.14,0.12,3,0.707,49.72
17.002,0.934,597.036,0.055,17,1.002,40.49
60.113,0.784,397.334,0.13,22,1.322,14.26
34.731,0.947,300.83,0.076,24,0.952,45.12
56.859,0.957,456.72,0.071,36,1.186,52.46
15.448,1.066,727.312,0.155,52,1.099,68.32
58.389,0.998,671.973,0.0,35,1.191,72.44
26.832,1.153,333.151,0.004,11,0.838,42.86
55.961,0.958,324.836,0.122,5,0.839,27.25
45.214,1.041,691.203,0.118,4,1.004,38.88
30.691,1.228,329.655,0.147,6,0.694,17.45
38.894,1.101,576.394,0.27,18,0.946,14.23
55.295,1.041,407.589,0.128,56,1.051,65.39
46.588,0.96,742.557,0.168,35,1.357,30.41
53.766,0.955,384.436,0.042,11,1.081,26.26
74.647,0.922,671.504,0.181,59,1.125,86.25
21.536,0.969,527.729,0.078,42,1.233,44.47
69.258,1.163,537.829,0.126,40,0.807,67.81
46.565,1.017,204.454,0.111,54,0.967,63.81
31.518,0.848,169.563,0.203,20,1.485,-47.61
25.045,1.315,466.915,0.015,18,0.984,37.21
42.163,1.098,537.036,0.0,10,1.223,25.04
58.825,0.839,331.22,0.103,25,1.193,34.59
43.087,0.984,336.696,0.157,38,0.704,72.18
67.667,1.067,584.221,0.132,5,1.062,21.81
23.232,1.306,584.428,0.219,17,1.029,2.27
44.819,0.884,479.339,0.155,40,1.066,58.42
26.214,1.196,617.03,0.075,35,0.849,68.41
50.454,1.26,323.87,0.0,20,0.777,57.77
58.303,0.956,446.61,0.101,25,0.905,57.42
38.689,1.008,747.182,0.202,45,0.98,71.36
10.0,0.895,510.248,0.089,5,1.237,2.21
47.984,1.019,518.947,0.122,32,1.363,21.05
51.551,1.045,845.892,0.154,47,1.279,66.11
51.064,1.149,290.099,0.039,19,1.172,15.65
63.537,1.214,619.465,0.17,52,0.799,92.57
28.934,0.938,749.598,0.251,60,0.918,88.18
55.203,0.755,451.271,0.106,60,1.042,89.97
62.888,1.047,628.945,0.03,34,0.874,94.08
18.321,1.094,352.697,0.115,48,1.115,37.03
49.795,1.087,396.99,0.0,59,1.144,77.63
37.437,1.001,557.745,0.147,9,1.107,13.17
43.777,1.069,619.785,0.156,41,1.205,43.7
50.215,1.277,668.14,0.254,16,0.819,31.76
37.692,1.107,735.444,0.104,60,1.187,85.0
34.864,0.994,489.883,0.153,58,0.861,85.06
45.512,0.975,679.042,0.051,17,0.812,79.64
28.691,1.025,448.654,0.091,46,1.106,55.17
28.713,1.296,635.314,0.0,14,1.243,21.41
55.191,1.023,531.123,0.104,10,1.098,25.45
27.768,1.047,566.852,0.096,18,1.004,42.46
54.995,0.978,563.526,0.144,43,1.062,64.62
51.939,1.215,259.294,0.07,36,1.027,38.94
19.113,1.344,331.382,0.127,48,0.775,54.9
34.837,1.118,515.381,0.093,26,0.751,73.95
62.912,1.062,246.908,0.093,58,0.984,69.41
30.283,1.056,624.682,0.126,31,1.016,46.59
38.034,0.692,630.733,0.123,18,1.002,59.53
51.931,1.162,549.076,0.181,7,1.135,0.02
56.751,1.07,331.83,0.11,7,0.957,16.2
41.227,1.114,707.021,0.092,54,1.113,80.31
36.037,0.943,805.582,0.106,32,0.971,87.28
66.336,0.992,522.062,0.063,55,1.365,63.74
71.083,0.988,576.58,0.091,52,1.016,94.02
59.683,1.203,530.261,0.282,52,1.468,4.12
46.28,0.993,579.555,0.047,7,1.07,37.27
32.876,1.362,482.066,0.098,45,0.957,61.03
32.543,1.115,494.815,0.089,15,0.82,45.83
52.838,0.859,635.858,0.1,37,0.711,101.36
51.276,1.031,851.844,0.094,51,0.802,127.04
66.024,0.952,289.989,0.142,27,0.824,52.97
54.757,0.721,484.428,0.0,52,1.079,101.41
22.454,1.29,322.931,0.203,16,0.895,1.02
60.779,1.155,738.804,0.171,46,1.037,71.45
30.029,1.13,411.839,0.021,48,1.256,48.22
39.24,1.075,283.52,0.0,28,0.982,48.46
48.753,0.843,595.728,0.042,20,1.416,26.03
74.935,0.977,761.647,0.101,22,0.765,98.68
91.649,1.176,599.54,0.326,36,0.97,33.5
54.101,0.892,530.72,0.163,9,0.892,46.51
42.252,0.67,561.371,0.0,49,1.187,95.29
53.018,1.016,712.226,0.065,12,0.552,91.43
58.315,1.029,368.87,0.116,17,0.711,54.51
40.19,1.07,483.223,0.14,19,0.979,30.52
71.928,1.159,432.096,0.015,13,1.31,16.61
48.451,1.146,324.82,0.109,36,1.045,33.37
52.466,1.089,450.744,0.063,29,0.73,78.43
54.989,1.229,666.158,0.032,23,0.761,84.47
51.324,0.822,584.99,0.141,33,1.335,32.2
57.584,1.126,596.647,0.182,52,0.876,79.25
35.741,1.144,521.971,0.187,59,0.811,86.7
36.625,0.864,578.499,0.166,6,1.295,-8.62
28.498,0.825,379.911,0.08,43,1.202,48.84
51.593,0.938,453.574,0.177,51,1.255,45.13
56.684,0.951,528.801,0.145,19,0.81,57.65
51.867,1.163,541.627,0.131,51,0.695,99.38
70.117,0.958,548.028,0.071,50,1.027,94.99
44.916,0.922,479.25,0.08,22,1.067,40.86
55.031,0.958,443.386,0.126,27,1.073,37.25
28.624,1.218,973.666,0.315,42,1.296,25.39
39.194,1.052,636.018,0.144,25,0.653,83.45
55.433,1.023,561.972,0.071,17,1.172,38.78
57.737,1.033,465.019,0.053,35,0.781,81.99
40.59,1.244,432.317,0.081,21,1.171,18.23
43.926,0.938,480.38,0.294,59,0.905,67.28
22.232,1.247,543.924,0.088,17,0.837,48.7
39.645,1.082,217.935,0.193,43,0.878,39.95
58.356,1.026,264.592,0.09,7,0.711,40.26
53.628,1.425,404.468,0.141,18,1.008,14.31
52.51,0.892,531.071,0.183,47,0.845,84.95
45.747,0.997,464.109,0.074,50,1.157,72.06
45.106,0.865,721.718,0.069,34,1.128,77.25
35.095,1.193,277.64,0.253,24,1.338,-36.25
55.482,1.303,387.298,0.199,45,1.073,25.71
51.315,1.3,728.014,0.183,34,1.104,39.62
52.38,1.234,519.668,0.183,15,1.28,-14.14
37.109,1.02,632.726,0.157,40,0.874,73.8
12.7,0.995,807.687,0.281,28,0.702,67.14
61.457,0.799,395.929,0.124,54,1.04,78.26
37.817,1.355,485.103,0.166,19,0.715,42.7
32.058,1.12,459.136,0.004,7,1.491,-12.1
55.402,0.976,206.811,0.054,51,1.291,38.9
39.12,1.249,453.44,0.024,35,1.433,17.38
60.899,0.904,632.159,0.222,29,1.012,50.92
54.255,1.111,581.088,0.0,7,1.11,38.33
55.254,1.024,592.862,0.088,39,0.908,83.81
24.511,1.146,443.674,0.0,9,1.177,11.77
63.179,1.04,401.585,0.053,50,0.757,101.15
48.919,0.832,690.388,0.081,20,0.5,121.64
39.461,1.061,425.402,0.231,33,0.842,44.85
47.151,1.207,544.112,0.152,8,0.709,37.08
18.356,1.046,524.5,0.053,4,1.296,-10.8
51.13,1.166,719.258,0.205,15,1.363,-2.71
29.559,0.893,645.712,0.121,44,0.719,106.71
24.71,1.046,305.711,0.123,55,1.258,31.3
22.165,0.956,321.867,0.024,54,1.19,62.45
61.69,1.162,586.836,0.041,13,0.686,77.54
35.561,1.055,490.349,0.054,28,0.922,60.34
68.006,1.154,431.724,0.124,23,0.884,49.73
36.963,1.213,652.344,0.126,4,1.15,4.67
19.39,1.154,528.119,0.244,42,0.754,54.57
28.252,1.091,507.869,0.151,58,0.98,74.21
63.537,0.9,616.974,0.0,56,0.863,130.43
42.662,1.05,443.734,0.141,53,1.095,64.44
36.776,0.97,735.278,0.004,22,0.957,83.7
47.4,0.998,381.793,0.043,19,0.893,54.5
52.527,0.994,598.539,0.055,18,0.957,60.89
61.761,0.903,715.075,0.067,59,1.407,82.55
66.727,0.756,293.406,0.01,44,0.917,91.33
39.603,0.95,448.5,0.136,7,0.792,38.34
25.109,1.079,671.331,0.007,16,1.117,43.66
38.798,0.848,673.587,0.149,26,0.971,64.99
48.904,1.052,474.276,0.299,53,0.717,71.27
30.544,1.335,389.799,0.014,6,1.446,-19.32
30.643,1.203,643.39,0.097,54,0.93,95.49
50.157,1.297,677.532,0.0,50,0.924,105.68
44.27,1.109,325.3,0.096,26,1.032,29.4
45.492,1.225,319.413,0.171,49,1.346,6.02
33.623,0.941,533.789,0.178,11,0.664,55.17
41.544,0.953,594.404,0.126,5,1.055,24.55
31.137,0.639,455.14,0.191,57,1.417,40.76
58.353,1.228,601.894,0.324,11,1.026,0.37
60.529,1.281,393.48,0.257,20,0.753,20.8
17.307,0.967,182.796,0.078,38,0.876,45.1
31.057,1.012,436.415,0.004,21,1.041,45.88
22.552,0.937,509.485,0.088,26,1.266,26.95
35.25,1.107,458.624,0.044,6,0.932,33.76
43.748,1.219,326.21,0.156,11,1.165,-17.94
23.255,0.789,227.653,0.026,35,0.713,83.34
31.172,1.111,422.887,0.114,3,0.711,29.03
29.941,1.008,634.648,0.187,54,0.903,78.81
48.109,1.067,688.43,0.112,53,1.288,63.5
46.04,1.119,678.157,0.044,37,1.014,76.74
34.174,1.022,377.614,0.214,12,1.058,-0.94
47.652,1.034,326.944,0.0,14,1.056,34.15
36.8,1.018,574.495,0.094,20,1.222,31.75
40.925,1.196,595.265,0.117,16,0.878,43.45
70.102,1.113,560.025,0.121,12,1.138,22.95
65.107,1.083,197.891,0.134,12,0.834,26.18
25.506,0.859,369.967,0.169,20,1.397,-15.21
57.446,0.993,495.547,0.117,26,0.84,69.55
57.171,1.185,573.083,0.091,3,0.824,43.58
27.776,1.056,615.096,0.087,32,1.11,41.77
57.282,1.149,521.638,0.071,17,1.016,45.11
68.069,1.315,549.618,0.183,10,1.065,11.22
28.162,1.206,512.73,0.068,60,1.045,80.95
31.237,1.064,602.843,0.188,37,0.782,62.21
60.265,0.973,546.93,0.122,20,1.323,15.14
49.072,0.667,509.861,0.078,43,1.179,69.09
53.272,1.025,459.745,0.169,18,1.272,-1.36
50.109,1.001,512.194,0.062,23,0.894,70.14
50.86,1.109,572.689,0.171,17,1.083,21.96
25.103,1.027,540.121,0.137,7,1.039,14.27
60.71,1.002,557.124,0.072,47,1.226,67.34
62.544,0.783,701.408,0.162,56,1.232,82.46
41.559,0.909,539.775,0.164,54,1.039,61.24
44.348,1.121,402.65,0.213,9,0.696,24.32
22.033,1.307,632.541,0.197,50,1.356,14.43
52.714,1.035,295.07,0.159,9,1.111,-3.77
53.581,1.099,337.788,0.03,29,0.878,60.52
44.067,1.193,550.377,0.316,27,1.081,2.82
61.865,0.928,577.46,0.008,24,0.698,95.88
39.989,1.105,313.242,0.196,50,1.211,20.67
53.469,0.939,442.577,0.155,15,0.706,58.82
29.705,1.18,409.087,0.026,19,0.956,44.32
44.647,1.073,426.999,0.11,43,1.049,56.51
42.385,1.095,641.54,0.114,46,1.208,52.09
48.38,0.933,605.976,0.224,15,1.021,30.04
39.457,1.156,497.132,0.063,28,1.127,40.47
43.028,1.363,418.106,0.099,11,0.994,10.9
57.391,0.899,297.553,0.0,7,0.994,29.53
38.449,0.999,713.028,0.259,41,1.017,56.17
20.901,1.085,588.817,0.034,35,0.962,68.88
71.244,1.168,394.0,0.146,6,0.663,42.95
65.722,0.966,607.94,0.112,30,0.846,81.13
25.616,0.625,489.466,0.112,28,1.049,59.73
55.346,1.254,456.934,0.185,6,0.95,5.47
37.455,1.164,565.282,0.254,18,0.969,13.57
48.952,0.789,388.775,0.14,39,0.935,70.22
49.413,0.959,448.437,0.172,24,0.827,47.54
41.484,1.285,518.219,0.146,38,0.901,56.23
33.244,1.267,425.082,0.201,40,0.939,33.93
34.642,1.191,600.363,0.083,60,1.001,84.56
31.257,1.024,780.36,0.206,57,1.079,76.46
32.523,1.062,386.855,0.209,37,0.964,35.21
43.992,1.03,250.231,0.207,27,0.794,36.07
34.264,1.219,199.739,0.067,10,0.72,33.04
55.231,0.919,477.43,0.107,19,1.519,-4.65
67.309,0.929,400.525,0.139,20,0.774,54.43
36.299,1.202,531.179,0.01,52,0.896,94.35
48.591,1.043,519.89,0.248,60,1.103,50.73
52.495,1.257,259.517,0.119,59,1.072,49.97
52.08,0.949,227.767,0.143,14,1.104,0.93
46.139,1.042,544.39,0.074,59,0.911,104.08
56.14,0.912,520.314,0.014,59,1.048,97.2
52.234,1.051,436.127,0.072,35,1.012,55.51
26.435,0.828,251.428,0.138,25,0.938,28.37
58.037,0.977,570.709,0.174,14,1.049,32.42
58.309,0.835,690.785,0.133,13,1.211,29.94
33.551,1.154,541.697,0.148,15,0.996,23.68
45.569,1.157,372.879,0.093,37,0.997,47.04
55.25,0.79,506.683,0.16,29,1.214,38.28
41.86,1.25,295.083,0.239,27,1.192,-14.7
61.095,1.425,658.694,0.176,42,1.317,25.04
80.458,1.057,512.277,0.185,5,0.649,49.26
33.21,0.954,234.776,0.144,51,1.181,26.27
24.284,1.474,454.899,0.0,27,1.12,28.74
49.557,0.852,569.495,0.036,47,0.823,114.52
55.823,1.053,450.043,0.156,12,1.05,10.62
41.537,1.077,458.616,0.119,19,1.21,7.19
66.799,1.252,316.34,0.155,5,0.834,13.8
24.921,1.104,584.981,0.254,47,1.089,37.69
55.394,0.975,402.73,0.178,24,1.174,10.85
35.912,0.907,176.533,0.221,40,0.786,40.0
70.791,0.999,444.311,0.128,16,0.972,31.79
74.888,0.899,647.172,0.055,29,1.06,82.34
33.5,1.057,441.961,0.115,44,0.841,67.82
36.757,0.965,760.698,0.056,22,0.824,88.92
57.894,0.826,564.345,0.245,50,0.973,70.31
39.193,1.238,550.814,0.183,20,1.16,10.96
44.319,0.975,480.74,0.162,15,1.129,11.0
45.381,0.86,489.757,0.219,44,0.828,71.2
16.205,1.025,460.486,0.0,8,1.13,15.71
44.792,1.06,454.66,0.167,12,0.833,24.73
34.654,0.788,579.63,0.015,39,0.678,121.9
37.603,1.1,359.625,0.119,31,0.927,35.73
66.654,0.893,338.616,0.095,8,1.225,5.64
26.152,1.307,331.521,0.173,41,1.131,15.74
57.198,1.129,806.848,0.138,13,1.0,51.61
40.816,0.99,579.551,0.228,50,0.917,66.14
40.804,0.938,545.674,0.072,27,0.922,61.48
56.856,1.034,341.373,0.177,46,1.022,48.91
50.101,1.142,593.501,0.133,46,0.786,93.72
53.559,1.046,482.514,0.0,32,0.93,75.86
59.523,1.017,532.125,0.047,57,0.957,100.24
40.03,1.059,353.507,0.108,22,0.73,51.64
35.816,0.959,524.04,0.209,60,0.832,88.72
28.723,0.999,436.425,0.157,39,1.082,42.43
32.619,0.737,385.158,0.027,18,1.002,46.4
89.236,1.196,610.116,0.109,33,0.938,68.06
63.67,1.095,269.344,0.281,31,0.818,33.54
24.734,0.934,584.716,0.129,8,1.315,-2.18
25.163,1.335,602.673,0.094,31,0.832,61.3
52.228,1.063,368.053,0.159,34,1.05,30.96
53.209,0.895,376.951,0.181,11,0.902,26.43
53.233,1.179,466.546,0.084,39,1.007,61.86
41.176,1.11,542.305,0.16,55,1.092,62.83
43.118,1.109,477.072,0.094,25,0.726,73.78
49.918,0.986,565.034,0.178,18,0.999,32.76
46.288,1.118,764.447,0.134,20,1.238,29.24
11.71,1.011,423.842,0.159,21,1.352,-12.82
41.553,1.133,242.723,0.059,46,0.974,57.35
32.229,0.764,623.889,0.054,4,1.008,47.2
47.628,0.985,752.497,0.196,60,1.442,47.32
89.779,1.308,558.915,0.114,12,1.227,14.56
50.512,0.935,336.838,0.143,14,0.877,30.12
40.297,0.959,481.416,0.095,48,0.876,83.73
58.827,0.983,332.221,0.192,20,1.191,1.21
52.24,0.868,596.428,0.071,21,0.798,78.02
51.301,0.719,297.306,0.109,40,1.218,37.48
54.103,1.015,454.981,0.183,39,1.067,33.39
75.848,1.07,349.349,0.214,29,1.104,24.11
28.037,1.042,519.024,0.078,50,0.949,82.37
52.104,1.028,445.049,0.277,16,0.874,16.15
31.104,1.056,526.514,0.145,47,1.292,32.68
53.333,1.203,503.353,0.037,55,0.951,81.59
31.22,1.021,352.001,0.15,36,0.918,41.83
38.739,0.964,594.032,0.089,4,0.984,36.65
40.574,1.008,492.685,0.155,46,1.039,60.71
59.637,1.137,351.721,0.117,35,0.794,65.06
58.777,1.262,836.139,0.126,21,0.887,68.37
26.314,0.956,571.465,0.047,29,0.876,79.73
45.824,1.065,477.011,0.199,50,1.169,39.44
34.356,1.101,712.281,0.028,32,0.823,97.26
26.122,0.901,776.272,0.031,9,0.649,92.04
41.745,1.053,478.198,0.149,29,0.607,73.04
40.373,0.83,552.11,0.248,23,0.706,54.4
81.401,0.785,351.8,0.092,9,1.272,9.23
51.494,1.105,477.921,0.176,50,1.003,61.94
24.336,0.992,470.141,0.206,27,1.1,13.64
36.528,1.08,527.724,0.185,40,1.107,34.32
60.321,1.047,549.914,0.095,20,1.011,50.46
76.327,0.904,583.974,0.033,35,0.985,91.54
21.21,1.043,535.646,0.0,35,1.209,54.96
16.801,0.865,318.389,0.099,34,1.029,42.14
73.064,1.259,359.23,0.214,60,1.28,27.07
50.844,0.847,418.039,0.03,27,1.124,52.35
31.976,1.021,457.664,0.176,16,0.876,29.56
53.019,0.894,657.616,0.044,40,0.901,98.72
10.0,1.136,325.559,0.128,40,0.855,42.39
45.051,1.0,446.388,0.177,6,1.244,-15.44
49.917,0.972,642.951,0.067,46,0.919,105.4
58.864,1.178,455.018,0.134,20,0.84,42.99
29.792,1.054,569.062,0.087,12,1.064,32.74
46.285,1.127,479.069,0.176,37,0.981,42.94
31.119,0.903,538.517,0.139,37,1.059,56.24
48.831,0.839,465.729,0.125,42,1.378,36.66
31.57,1.066,600.06,0.245,56,1.183,47.39
38.878,1.002,268.242,0.173,25,1.005,17.73
30.063,1.144,445.503,0.065,27,0.718,73.16
54.767,1.038,544.486,0.113,3,0.9,35.53
57.877,1.081,580.054,0.114,20,1.142,38.98
41.481,0.806,723.943,0.126,17,0.766,74.26
45.574,1.333,441.346,0.322,27,1.428,-42.51
23.271,1.025,721.922,0.15,34,1.003,60.83
40.505,1.155,401.146,0.0,55,1.01,79.99
44.247,0.925,699.297,0.077,22,0.867,80.55
84.312,1.096,622.62,0.0,19,1.099,58.97
28.32,0.855,362.981,0.094,59,0.768,98.42
66.963,1.118,546.056,0.0,13,1.433,8.32
59.953,0.997,492.315,0.05,15,1.263,29.5
49.21,1.054,593.838,0.0,27,1.197,53.92
71.379,1.155,466.509,0.151,22,0.722,67.43
50.582,0.865,453.913,0.12,27,1.041,49.51
50.837,0.947,705.364,0.144,44,1.242,60.92
44.203,1.119,485.192,0.112,47,1.119,52.14
63.354,1.365,623.963,0.008,51,0.8,107.25
61.447,1.029,466.197,0.161,33,0.87,61.5
35.615,1.139,749.999,0.274,55,0.91,72.4
25.211,1.034,398.25,0.153,3,0.879,6.29
41.955,1.341,407.878,0.086,54,1.306,28.59
32.999,0.788,728.678,0.006,18,0.616,110.35
44.047,1.064,433.258,0.047,50,1.131,71.97
63.562,0.806,740.161,0.156,30,0.742,106.8
38.14,0.674,633.776,0.206,23,0.808,68.09
44.358,1.095,476.803,0.141,32,0.598,81.12
45.87,1.071,228.006,0.184,5,0.89,-2.99
57.726,1.007,497.102,0.177,36,1.302,19.59
11.297,1.034,515.245,0.161,8,1.053,9.34
35.899,1.515,675.083,0.067,45,0.76,95.11
48.169,1.011,738.267,0.134,31,1.203,45.75
63.001,1.127,397.252,0.052,5,1.246,1.88
37.621,0.953,620.177,0.121,60,1.021,90.26
16.852,1.094,614.81,0.146,35,1.407,10.39
54.296,1.014,661.012,0.254,13,1.164,11.71
35.47,0.988,574.803,0.015,47,1.137,73.81
27.155,1.323,208.625,0.159,7,0.839,-5.57
35.635,1.227,476.687,0.238,52,1.125,33.78
42.232,1.071,326.644,0.181,34,1.043,23.84
35.929,0.704,469.609,0.187,49,1.104,62.05
11.917,0.996,647.001,0.167,20,0.863,46.96
58.456,1.455,545.773,0.224,49,1.026,45.39
64.123,1.015,672.214,0.033,22,0.837,82.75
54.773,1.215,551.263,0.009,54,0.571,132.47
27.935,1.266,305.251,0.119,54,1.2,29.62
41.978,1.083,121.873,0.0,41,0.7,68.74
44.902,0.924,522.321,0.218,51,1.021,57.32
53.982,0.685,467.911,0.218,42,1.067,51.65
55.025,1.153,353.458,0.085,30,1.065,38.99
33.987,0.928,244.906,0.09,15,0.943,21.88
46.23,1.076,389.789,0.114,28,1.054,30.28
51.859,0.863,470.826,0.124,18,1.094,35.37
66.837,1.01,599.882,0.13,27,1.147,38.94
55.568,1.055,528.295,0.165,12,1.347,-14.27
56.836,1.09,741.21,0.106,31,1.047,65.92
46.257,0.883,344.659,0.195,48,1.013,45.81
66.157,1.23,632.159,0.156,40,0.819,73.86
51.146,0.96,507.095,0.071,22,1.087,47.15
32.084,0.799,604.2,0.227,56,1.133,65.99
66.051,1.034,434.523,0.011,28,0.962,71.7
55.469,1.055,660.752,0.113,34,1.109,62.64
38.354,1.074,544.284,0.197,41,0.941,58.71
37.808,1.254,398.083,0.062,40,1.134,31.93
49.449,1.015,498.196,0.145,51,1.183,55.54
51.948,1.032,464.067,0.163,55,1.18,51.39
47.959,0.885,573.377,0.051,26,1.024,63.45
49.67,1.173,323.033,0.114,33,0.792,56.95
70.499,1.078,495.597,0.107,42,0.878,74.74
61.073,0.987,559.296,0.076,14,1.119,31.47
47.86,0.764,504.953,0.304,60,1.49,22.09
59.12,1.267,702.041,0.059,59,0.932,109.91
29.512,0.866,616.103,0.2,38,1.091,48.6
50.969,0.961,498.878,0.089,12,0.889,45.16
72.14,1.104,532.503,0.033,8,0.805,65.53
41.729,0.871,544.35,0.128,9,0.865,47.58
32.285,0.826,560.495,0.172,55,0.584,117.51
35.219,0.731,226.151,0.194,33,1.271,0.28
28.656,1.158,454.771,0.245,29,0.554,54.18
33.229,0.968,277.334,0.356,10,0.947,-22.34
39.442,1.489,691.742,0.14,5,0.764,38.02
23.916,0.901,490.873,0.067,42,0.823,86.07
45.234,0.912,470.999,0.156,49,1.275,41.52
58.534,0.965,634.52,0.099,23,1.04,56.72
31.384,1.086,563.349,0.194,3,0.807,23.7
67.789,0.979,330.705,0.016,47,0.882,90.14
52.662,1.142,489.364,0.309,56,0.847,48.38
60.459,0.903,449.725,0.188,52,0.991,73.62
35.132,0.843,238.32,0.0,17,1.035,42.62
57.818,0.78,396.459,0.063,9,1.379,3.18
28.621,0.716,472.469,0.185,17,0.617,61.54
58.354,0.972,482.757,0.214,27,0.993,34.91
47.578,1.005,277.665,0.018,5,0.937,27.59
53.299,0.955,672.75,0.177,32,1.189,46.34
27.366,1.237,484.685,0.0,60,1.071,83.12
31.574,1.234,505.633,0.113,16,1.118,9.35
53.958,1.0,560.096,0.209,54,1.069,59.13
30.775,0.781,381.789,0.076,6,0.814,46.69
51.948,0.965,568.453,0.0,38,1.242,67.72
24.493,0.96,444.939,0.132,5,1.16,0.88
57.723,0.951,365.512,0.072,7,1.183,6.94
26.512,0.945,586.017,0.17,27,1.253,25.72
53.284,0.952,723.751,0.049,33,1.084,72.78
